"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","heteroceridae","heterocerus","heterocerus fenestratus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus congener"
"animalia","arthropoda",NA,NA,"insecta","diptera","culicidae","anopheles","anopheles maculipennis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","orthocladius","orthocladius lignicola"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","dratnalia","dratnalia potamophylaxi"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ylodes","ylodes simulans"
"animalia","arthropoda",NA,NA,"insecta","diptera","thaumaleidae","thaumalea","unknown (thaumalea genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","dixidae","dixa","dixa maculata"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","echinogammarus","echinogammarus ischnus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","ferrissia","ferrissia californica"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","janiridae","jaera","jaera sarsi"
"animalia","arthropoda",NA,NA,"malacostraca","mysida","mysidae","limnomysis","limnomysis benedeni"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","corophiidae","chelicorophium","chelicorophium sowinskyi"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","corophiidae","chelicorophium","chelicorophium robustum"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","dreissenidae","dreissena","dreissena bugensis"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","corophiidae","chelicorophium","unknown (chelicorophium genus)"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","eunapius","eunapius fragilis"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","corbiculidae","corbicula","corbicula fluminalis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","stictotarsus","unknown (stictotarsus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","macropelopia","macropelopia adaucta"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","laccobius","laccobius striatulus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","gerris","gerris thoracicus"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","veliidae","microvelia","microvelia reticulata"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","cercyon","cercyon marinus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","heteroceridae","augyles","augyles hispidulus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","gyrinus","gyrinus natator"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paralimnophyes","paralimnophyes hydrophilus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis melanonyx"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","lophochaeta","lophochaeta ignota"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","piscicolidae","caspiobdella","caspiobdella fadejewi"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","veliidae","microvelia","unknown (microvelia genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","eylaidae","eylais","eylais extendens"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","hydrachnidae","hydrachna","hydrachna globosa"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara iactans"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","sisyridae","sisyra","unknown (sisyra genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","triaenodes","unknown (triaenodes genus)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","dreissenidae","dreissena","dreissena rostriformis"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","dreissenidae","dreissena","unknown (dreissena genus)"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","trochospongilla","trochospongilla horrida"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","talitridae","cryptorchestia","cryptorchestia cavimana"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","micronectidae","micronecta","micronecta griseola"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","cymatia","cymatia rogenhoferi"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","setodes","setodes punctatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","oecetis tripunctata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","oxyethira","oxyethira tristella"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","cybister","cybister lateralimarginalis"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","orthetrum","orthetrum coerulescens"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","coenagrion","coenagrion puella"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","coenagrion","coenagrion mercuriale"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","orthetrum","unknown (orthetrum genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","ochthebius","ochthebius bicolon"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","erythromma","erythromma viridulum"
"animalia","arthropoda",NA,NA,"insecta","zygoptera","lestidae","sympecma","unknown (sympecma genus)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","corophiidae","unknown (corophiidae family)","unknown (corophiidae family)"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","plumatellidae","plumatella","plumatella fungosa"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","gomphus","gomphus pulchellus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus obtusidens"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","microchironomus","unknown (microchironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","lipiniella","unknown (lipiniella genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","endochironomus","unknown (endochironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","acilius","acilius sulcatus"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","placobdella","placobdella costata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","glyptotendipes","glyptotendipes barbipes"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","hydroptila","hydroptila vectis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","stenophylax","stenophylax nycterobius"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","elmis","elmis obscura"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","wormaldia","wormaldia subnigra"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","perlodes","perlodes dispar"
"animalia","arthropoda",NA,NA,"insecta","diptera","psychodidae","ulomyia","unknown (ulomyia genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","graphoderus","graphoderus cinereus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus politus"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","potamonidae","unknown (potamonidae family)","unknown (potamonidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","cordulegastridae","unknown (cordulegastridae family)","unknown (cordulegastridae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","capniidae","unknown (capniidae family)","unknown (capniidae family)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","hebridae","unknown (hebridae family)","unknown (hebridae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","chrysomelidae","unknown (chrysomelidae family)","unknown (chrysomelidae family)"
"animalia","arthropoda",NA,NA,"arachnida","araneae","unknown (araneae order)","unknown (araneae order)","unknown (araneae order)"
"animalia","mollusca",NA,NA,"gastropoda","architaenioglossa","viviparidae","unknown (viviparidae family)","unknown (viviparidae family)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","cambaridae","unknown (cambaridae family)","unknown (cambaridae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","neoephemeridae","unknown (neoephemeridae family)","unknown (neoephemeridae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","isonychiidae","unknown (isonychiidae family)","unknown (isonychiidae family)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","cyrenidae","unknown (cyrenidae family)","unknown (cyrenidae family)"
"animalia","mollusca",NA,NA,"gastropoda","unknown (acroloxidae family)","acroloxidae","unknown (acroloxidae family)","unknown (acroloxidae family)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","haemopidae","unknown (haemopidae family)","unknown (haemopidae family)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","astacidae","unknown (astacidae family)","unknown (astacidae family)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","dreissenidae","unknown (dreissenidae family)","unknown (dreissenidae family)"
"animalia","nematomorpha","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","gordioida","gordioidea","gordiidae","unknown (gordiidae family)","unknown (gordiidae family)"
"animalia","cnidaria","Missing Subphylum 9","Missing Superclass 15","hydrozoa","unknown (hydrozoa class)","unknown (hydrozoa class)","unknown (hydrozoa class)","unknown (hydrozoa class)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","molannidae","unknown (molannidae family)","unknown (molannidae family)"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","sisyridae","unknown (sisyridae family)","unknown (sisyridae family)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","mesoveliidae","unknown (mesoveliidae family)","unknown (mesoveliidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","spercheidae","unknown (spercheidae family)","unknown (spercheidae family)"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","osmylidae","unknown (osmylidae family)","unknown (osmylidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","ptychopteridae","unknown (ptychopteridae family)","unknown (ptychopteridae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","pediciidae","tricyphona","unknown (tricyphona genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","anabolia","unknown (anabolia genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hygrotus","unknown (hygrotus genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","planorbis","unknown (planorbis genus)"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","unknown (isopoda order)","unknown (isopoda order)","unknown (isopoda order)"
"animalia","mollusca",NA,NA,"gastropoda","architaenioglossa","viviparidae","viviparus","unknown (viviparus genus)"
"animalia","mollusca",NA,NA,"gastropoda","lower heterobranchia","valvatidae","valvata","unknown (valvata genus)"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","crambidae","parapoynx","parapoynx stratiotata"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","theromyzon","unknown (theromyzon genus)"
"animalia","arthropoda",NA,NA,"branchiopoda","unknown (branchiopoda class)","unknown (branchiopoda class)","unknown (branchiopoda class)","unknown (branchiopoda class)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","siphlonuridae","siphlonurus","unknown (siphlonurus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyidae","unknown (psychomyidae family)","unknown (psychomyidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","isonychiidae","isonychia","unknown (isonychia genus)"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","crambidae","acentria","acentria ephemerella"
"animalia","arthropoda",NA,NA,"malacostraca","unknown (malacostraca class)","unknown (malacostraca class)","unknown (malacostraca class)","unknown (malacostraca class)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","calamoceratidae","unknown (calamoceratidae family)","unknown (calamoceratidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","helicopsychidae","unknown (helicopsychidae family)","unknown (helicopsychidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","uenoidae","unknown (uenoidae family)","unknown (uenoidae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","taeniopterygidae","unknown (taeniopterygidae family)","unknown (taeniopterygidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","psephenidae","unknown (psephenidae family)","unknown (psephenidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydroscaphidae","unknown (hydroscaphidae family)","unknown (hydroscaphidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","scathophagidae","unknown (scathophagidae family)","unknown (scathophagidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","cordulegastridae","cordulegaster","unknown (cordulegaster genus)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","echinogammarus","unknown (echinogammarus genus)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","nepidae","nepa","unknown (nepa genus)"
"animalia","mollusca",NA,NA,"gastropoda","neotaenioglossa","hydrobiidae","potamopyrgus","unknown (potamopyrgus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","thremmatidae","unknown (thremmatidae family)","unknown (thremmatidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","platycnemididae","platycnemis","unknown (platycnemis genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","naucoridae","aphelocheirus","unknown (aphelocheirus genus)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","atyidae","atyaephyra","atyaephyra desmarestii"
"animalia","mollusca",NA,NA,"gastropoda","mesogastropoda","melanopsidae","unknown (melanopsidae family)","unknown (melanopsidae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","ferrissia","unknown (ferrissia genus)"
"animalia","cnidaria","Missing Subphylum 9","Missing Superclass 15","hydrozoa","hydroida","hydridae","unknown (hydridae family)","unknown (hydridae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","culicidae","culex","unknown (culex genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","boyeria","boyeria irene"
"animalia","arthropoda",NA,NA,"insecta","diptera","tipulidae","tipula","tipula couckei"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","lymnaea","unknown (lymnaea genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","ancylidae","ancylus","unknown (ancylus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","unknown (coleoptera order)","unknown (coleoptera order)","unknown (coleoptera order)"
"animalia","acanthocephala","unknown (acanthocephala phylum)","unknown (acanthocephala phylum)","unknown (acanthocephala phylum)","unknown (acanthocephala phylum)","unknown (acanthocephala phylum)","unknown (acanthocephala phylum)","unknown (acanthocephala phylum)"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","asellidae","asellus","asellus meridionalis"
"animalia","arthropoda",NA,NA,"insecta","hymenoptera","ichneumonidae","unknown (ichneumonidae family)","unknown (ichneumonidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","siphlonuridae","siphlonurus","siphlonurus lacustris"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","diura","diura bicaudata"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","oulimnius","oulimnius troglodytes"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","armiger","armiger crista"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","sympetrum","sympetrum striolatum"
